inspection_id,vin,station_id,defect_id,timestamp,inspection_duration_seconds
INSP-00000039,2CTEVH1A3DM766542,ST-012,NONE,2025-01-01T23:31:10,263
INSP-00000040,2CTEVH1A3DM766542,ST-013,NONE,2025-01-01T20:53:40,116
INSP-00000041,2CTEVH1A3DM766542,ST-014,NONE,2025-01-01T10:11:21,27
INSP-00000042,2CTEVH1A3DM766542,ST-015,NONE,2025-01-01T02:13:12,317
INSP-00000043,2CTEVH1A3DM766542,ST-016,NONE,2025-01-01T00:42:39,44
INSP-00000044,2CTEVH1A3DM766542,ST-017,NONE,2025-01-01T11:42:33,42
INSP-00000045,2CTEVH1A3DM766542,ST-018,NONE,2025-01-01T17:10:24,59
INSP-00000046,2CTEVH1A3DM766542,ST-019,NONE,2025-01-01T19:25:51,166
INSP-00000047,2CTEVH1A3DM766542,ST-020,NONE,2025-01-01T12:55:04,228
INSP-00000048,2CTEVH1A3DM766542,ST-021,D006,2025-01-01T21:32:17,213
INSP-00000049,2CTEVH1A3DM766542,ST-022,NONE,2025-01-01T19:44:17,282
INSP-00000050,2CTEVH1A3DM766542,ST-023,NONE,2025-01-01T12:04:41,30
INSP-00000051,2CTEVH1A3DM766542,ST-024,D003,2025-01-01T02:10:06,195
INSP-00000052,2CTEVH1A3DM766542,ST-025,NONE,2025-01-01T14:24:11,551
INSP-00000053,2CTEVH1A3DM766542,ST-026,NONE,2025-01-01T23:38:09,279
INSP-00000054,2CTEVH1A3DM766542,ST-027,NONE,2025-01-01T13:46:35,119
INSP-00000055,R7NNG3W85PC536184,ST-001,NONE,2025-01-04T20:39:41,59
INSP-00000056,R7NNG3W85PC536184,ST-002,,2025-01-04T05:07:14,41
INSP-00000057,R7NNG3W85PC536184,ST-003,none,2025-01-04T23:16:08,375
INSP-00000058,R7NNG3W85PC536184,ST-004,,2025-01-04T03:56:00,60
INSP-00000059,R7NNG3W85PC536184,ST-005,NONE,2025-01-04T17:57:09,36
INSP-00000060,R7NNG3W85PC536184,ST-006,,2025-01-04T08:12:47,58
INSP-00000061,R7NNG3W85PC536184,ST-007,NONE,2025-01-04T02:42:05,16
INSP-00000062,R7NNG3W85PC536184,ST-008,NONE,2025-01-04T22:20:31,333
INSP-00000063,R7NNG3W85PC536184,ST-009,NONE,2025-01-04T03:41:12,13
INSP-00000064,R7NNG3W85PC536184,ST-010,,2025-01-04T10:14:59,52
INSP-00000065,R7NNG3W85PC536184,ST-011,D001,2025-01-04T13:08:14,57
INSP-00000066,R7NNG3W85PC536184,ST-012,,2025-01-04T07:32:05,235
INSP-00000067,R7NNG3W85PC536184,ST-013,D001,2025-01-04T09:38:54,280
INSP-00000068,R7NNG3W85PC536184,ST-014,NONE,2025-01-04T01:37:28,38
INSP-00000069,R7NNG3W85PC536184,ST-015,NONE,2025-01-04T03:07:13,226
INSP-00000070,R7NNG3W85PC536184,ST-016,NONE,2025-01-04T19:01:35,34
INSP-00000071,R7NNG3W85PC536184,ST-017,NONE,2025-01-04T14:22:27,15
INSP-00000072,R7NNG3W85PC536184,ST-018,NONE,2025-01-04T04:22:45,105
INSP-00000073,R7NNG3W85PC536184,ST-019,NONE,2025-01-04T15:24:52,51
INSP-00000074,R7NNG3W85PC536184,ST-020,NONE,2025-01-04T02:26:23,193
INSP-00000075,R7NNG3W85PC536184,ST-021,NONE,2025-01-04T22:41:05,36
INSP-00000076,R7NNG3W85PC536184,ST-022,NONE,2025-01-04T03:50:45,81
INSP-00000077,R7NNG3W85PC536184,ST-023,none,2025-01-04T23:50:24,226
INSP-00000078,R7NNG3W85PC536184,ST-024,NONE,2025-01-04T01:24:43,235
INSP-00000079,R7NNG3W85PC536184,ST-025,NONE,2025-01-04T12:18:04,375
INSP-00000080,R7NNG3W85PC536184,ST-026,NONE,2025-01-04T04:53:34,146
INSP-00000081,R7NNG3W85PC536184,ST-027,NONE,2025-01-04T06:50:33,75
INSP-00000082,EJ6E7RHW9DH5A5255,ST-001,NONE,2025-01-01T05:47:16,42
INSP-00000083,EJ6E7RHW9DH5A5255,ST-002,NONE,2025-01-01T07:01:05,21
INSP-00000084,EJ6E7RHW9DH5A5255,ST-003,NONE,2025-01-01T13:24:40,242
INSP-00000085,EJ6E7RHW9DH5A5255,ST-004,NONE,2025-01-01T16:14:31,48
INSP-00000086,EJ6E7RHW9DH5A5255,ST-005,NONE,2025-01-01T03:17:27,57
INSP-00000087,EJ6E7RHW9DH5A5255,ST-006,NONE,2025-01-01T08:11:45,51
INSP-00000088,EJ6E7RHW9DH5A5255,ST-007,ERR-999,2025-01-01T17:15:40,10
INSP-00000089,EJ6E7RHW9DH5A5255,ST-008,NONE,2025-01-01T23:24:05,361
INSP-00000090,EJ6E7RHW9DH5A5255,ST-009,NONE,2025-01-01T22:42:17,43
INSP-00000091,EJ6E7RHW9DH5A5255,ST-010,NONE,2025-01-01T21:37:06,51
INSP-00000092,EJ6E7RHW9DH5A5255,ST-011,NONE,2025-01-01T09:30:29,171
INSP-00000093,EJ6E7RHW9DH5A5255,ST-012,NONE,2025-01-01T11:38:08,555
INSP-00000094,EJ6E7RHW9DH5A5255,ST-013,NONE,2025-01-01T21:13:38,48
INSP-00000095,EJ6E7RHW9DH5A5255,ST-014,NONE,2025-01-01T13:03:08,52
INSP-00000096,EJ6E7RHW9DH5A5255,ST-015,NONE,2025-01-01T09:25:02,357
INSP-00000097,EJ6E7RHW9DH5A5255,ST-016,NONE,2025-01-01T12:56:07,24
INSP-00000098,EJ6E7RHW9DH5A5255,ST-017,NONE,2025-01-01T04:17:17,39
INSP-00000099,EJ6E7RHW9DH5A5255,ST-018,NONE,2025-01-01T04:21:44,286
INSP-00000100,EJ6E7RHW9DH5A5255,ST-019,NONE,2025-01-01T12:28:34,132
INSP-00000101,EJ6E7RHW9DH5A5255,ST-020,NONE,2025-01-01T17:45:08,71
INSP-00000102,EJ6E7RHW9DH5A5255,ST-021,NONE,2025-01-01T20:58:54,116
INSP-00000103,EJ6E7RHW9DH5A5255,ST-022,none,01/01/2025 15:37:13,236
INSP-00000104,EJ6E7RHW9DH5A5255,ST-023,NONE,2025-01-01T19:20:03,194
INSP-00000105,EJ6E7RHW9DH5A5255,ST-024,NONE,2025-01-01T03:44:22,96
INSP-00000106,EJ6E7RHW9DH5A5255,ST-025,NONE,2025-01-01T19:04:57,598
INSP-00000107,EJ6E7RHW9DH5A5255,ST-026,NONE,2025-01-01T06:00:11,126
INSP-00000108,EJ6E7RHW9DH5A5255,ST-027,NONE,2025-01-01T21:28:12,41
INSP-00000109,FAWRHEL40H5DL3056,ST-001,,2025-01-05T01:46:08,49
INSP-00000110,FAWRHEL40H5DL3056,ST-002,NONE,2025-01-05T15:10:27,17
INSP-00000111,FAWRHEL40H5DL3056,ST-003,NONE,2025-01-05T15:19:24,237
INSP-00000112,FAWRHEL40H5DL3056,ST-004,NONE,2025-01-05T18:37:34,16
INSP-00000113,FAWRHEL40H5DL3056,ST-005,NONE,2025-01-05T19:02:49,26
INSP-00000114,FAWRHEL40H5DL3056,ST-006,,2025-01-05T17:30:01,54
INSP-00000115,FAWRHEL40H5DL3056,ST-007,,2025-01-05T17:59:23,52
INSP-00000116,FAWRHEL40H5DL3056,ST-008,NONE,2025-01-05T08:24:58,340
INSP-00000117,FAWRHEL40H5DL3056,ST-009,NONE,2025-01-05T13:06:54,28
INSP-00000118,FAWRHEL40H5DL3056,ST-010,NONE,2025-01-05T23:33:49,18
INSP-00000119,FAWRHEL40H5DL3056,ST-011,D001,2025-01-05T06:39:29,205
INSP-00000120,FAWRHEL40H5DL3056,ST-012,NONE,2025-01-05T15:21:18,628
INSP-00000121,FAWRHEL40H5DL3056,ST-013,NONE,2025-01-05T21:30:30,243
INSP-00000122,FAWRHEL40H5DL3056,ST-014,NONE,2025-01-05T04:45:25,56
INSP-00000123,FAWRHEL40H5DL3056,ST-015,NONE,2025-01-05T19:06:28,340
INSP-00000124,FAWRHEL40H5DL3056,ST-016,NONE,2025-01-05T22:30:33,43
INSP-00000125,FAWRHEL40H5DL3056,ST-017,NONE,2025-01-05T22:18:55,45
INSP-00000126,FAWRHEL40H5DL3056,ST-018,NONE,2025-01-05T17:54:01,68
INSP-00000127,FAWRHEL40H5DL3056,ST-019,NONE,2025-01-05T02:52:12,150
INSP-00000128,FAWRHEL40H5DL3056,ST-020,D007,2025-01-05T23:47:18,-454
INSP-00000129,FAWRHEL40H5DL3056,ST-021,NONE,2025-01-05T18:30:28,185
INSP-00000130,FAWRHEL40H5DL3056,ST-022,NONE,2025-01-05T12:05:12,262
INSP-00000131,FAWRHEL40H5DL3056,ST-023,NONE,2025-01-05T00:04:47,143
INSP-00000132,FAWRHEL40H5DL3056,ST-024,NONE,2025-01-05T05:58:36,53
INSP-00000133,FAWRHEL40H5DL3056,ST-025,NONE,2025-01-05T14:18:17,479
INSP-00000134,FAWRHEL40H5DL3056,ST-026,NONE,2025-01-05T16:24:08,-124
INSP-00000135,FAWRHEL40H5DL3056,ST-027,NONE,2025-01-05T21:18:12,251
INSP-00000136,DYSW0G9F0USPE8849,ST-001,NONE,2025-01-02T14:06:18,16
INSP-00000137,DYSW0G9F0USPE8849,ST-002,NONE,2025-01-02T09:02:17,54
INSP-00000138,DYSW0G9F0USPE8849,ST-003,NONE,2025-01-02T18:39:07,430
INSP-00000139,DYSW0G9F0USPE8849,ST-004,NONE,2025-01-02T07:38:07,22
INSP-00000140,DYSW0G9F0USPE8849,ST-005,NONE,2025-01-02T18:20:46,21
INSP-00000141,DYSW0G9F0USPE8849,ST-006,NONE,02/01/2025 15:11:59,52
INSP-00000142,DYSW0G9F0USPE8849,ST-007,,2025-01-02T00:55:12,16
INSP-00000143,DYSW0G9F0USPE8849,ST-008,,2025-01-02T09:07:21,352
INSP-00000144,DYSW0G9F0USPE8849,ST-009,NONE,2025-01-02T16:28:42,32
INSP-00000145,DYSW0G9F0USPE8849,ST-010,NONE,2025-01-02T18:36:07,25
INSP-00000146,DYSW0G9F0USPE8849,ST-011,D001,2025-01-02T20:06:08,190
INSP-00000147,DYSW0G9F0USPE8849,ST-012,NONE,2025-01-02T08:12:43,618
INSP-00000148,DYSW0G9F0USPE8849,ST-013,,2025-01-02T10:42:38,129
INSP-00000149,DYSW0G9F0USPE8849,ST-014,NONE,2025-01-02T15:36:05,-262
INSP-00000150,DYSW0G9F0USPE8849,ST-015,NONE,2025-01-02T05:35:46,179
INSP-00000151,DYSW0G9F0USPE8849,ST-016,,2025-01-02T20:51:01,60
INSP-00000152,DYSW0G9F0USPE8849,ST-017,NONE,2025-01-02T02:28:56,43
INSP-00000153,DYSW0G9F0USPE8849,ST-018,NONE,2025-01-02T12:03:13,199
INSP-00000154,DYSW0G9F0USPE8849,ST-019,NONE,2025-01-02T04:10:36,34
INSP-00000155,DYSW0G9F0USPE8849,ST-020,NONE,2025-01-02T13:53:07,194
INSP-00000156,DYSW0G9F0USPE8849,ST-021,none,2025-01-02T18:43:31,221
INSP-00000157,DYSW0G9F0USPE8849,ST-022,NONE,2025-01-02T06:05:40,79
INSP-00000158,DYSW0G9F0USPE8849,ST-023,NONE,2025-01-02T15:26:41,139
INSP-00000159,DYSW0G9F0USPE8849,ST-024,d006,2025-01-02T05:35:52,66
INSP-00000160,DYSW0G9F0USPE8849,ST-025,NONE,2025-01-02T08:17:17,363
INSP-00000161,DYSW0G9F0USPE8849,ST-026,D002,2025-01-02T19:28:21,90
INSP-00000162,DYSW0G9F0USPE8849,ST-027,NONE,2025-01-02T03:51:51,287
INSP-00000163,9ZY6480A0RWG16916,ST-001,NONE,2025-01-01T05:41:29,40
INSP-00000164,9ZY6480A0RWG16916,ST-002,NONE,2025-01-01T10:51:06,19
INSP-00000165,9ZY6480A0RWG16916,ST-003,,2025-01-01T20:12:34,418
INSP-00000166,9ZY6480A0RWG16916,ST-004,NONE,2025-01-01T11:05:36,15
INSP-00000167,9ZY6480A0RWG16916,ST-005,NONE,2025-01-01T05:51:36,19
INSP-00000168,9ZY6480A0RWG16916,ST-006,NONE,2025-01-01T19:58:59,13
INSP-00000169,9ZY6480A0RWG16916,ST-007,NONE,2025-01-01T12:02:45,41
INSP-00000170,9ZY6480A0RWG16916,ST-008,NONE,2025-01-01T11:57:16,306
INSP-00000171,9ZY6480A0RWG16916,ST-009,D004,2025-01-01T06:08:23,37
INSP-00000172,9ZY6480A0RWG16916,ST-010,NONE,2025-01-01T04:53:23,33
INSP-00000173,9ZY6480A0RWG16916,ST-011,NONE,2025-01-01T06:23:58,85
INSP-00000174,9ZY6480A0RWG16916,ST-012,NONE,2025-01-01T02:44:42,405
INSP-00000175,9ZY6480A0RWG16916,ST-013,NONE,2025-01-01T20:04:58,48
INSP-00000176,9ZY6480A0RWG16916,ST-014,NONE,2025-01-01T10:35:41,47
INSP-00000177,9ZY6480A0RWG16916,ST-015,NONE,2025-01-01T06:02:17,374
INSP-00000178,9ZY6480A0RWG16916,ST-016,,2025-01-01T17:36:13,19
INSP-00000179,9ZY6480A0RWG16916,ST-017,NONE,2025-01-01T01:33:30,24
INSP-00000180,9ZY6480A0RWG16916,ST-018,NONE,2025-01-01T23:36:43,50
INSP-00000181,9ZY6480A0RWG16916,ST-019,NONE,2025-01-01T13:42:49,119
INSP-00000182,9ZY6480A0RWG16916,ST-020,NONE,01/01/2025 18:48:01,144
INSP-00000183,9ZY6480A0RWG16916,ST-021,,2025-01-01T16:00:58,101
INSP-00000184,9ZY6480A0RWG16916,ST-022,NONE,2025-01-01T21:55:08,215
INSP-00000185,9ZY6480A0RWG16916,ST-023,NONE,2025-01-01T17:26:26,275
INSP-00000186,9ZY6480A0RWG16916,ST-024,,2025-01-01T04:54:18,112
INSP-00000187,9ZY6480A0RWG16916,ST-025,none,2025-01-01T14:45:43,404
INSP-00000188,9ZY6480A0RWG16916,ST-026,NONE,2025-01-01T07:53:09,73
INSP-00000189,9ZY6480A0RWG16916,ST-027,NONE,2025-01-01T22:41:25,123
INSP-00000190,8HM8JUAW5Z7KZ0482,ST-001,,2025-01-02T14:02:03,34
INSP-00000191,8HM8JUAW5Z7KZ0482,ST-002,NONE,2025-01-02T22:02:45,19
INSP-00000192,8HM8JUAW5Z7KZ0482,ST-003,ERR-999,2025-01-02T17:33:28,190
INSP-00000193,8HM8JUAW5Z7KZ0482,ST-004,NONE,2025-01-02T19:00:25,37
INSP-00000194,8HM8JUAW5Z7KZ0482,ST-005,NONE,2025-01-02T13:52:49,59
INSP-00000195,8HM8JUAW5Z7KZ0482,ST-006,NONE,2025-01-02T17:22:19,26
INSP-00000196,8HM8JUAW5Z7KZ0482,ST-007,none,2025-01-02T00:15:32,10
INSP-00000197,8HM8JUAW5Z7KZ0482,ST-008,NONE,2025-01-02T05:38:07,210
INSP-00000198,8HM8JUAW5Z7KZ0482,ST-009,NONE,2025-01-02T14:28:15,53
INSP-00000199,8HM8JUAW5Z7KZ0482,ST-010,NONE,2025-01-02T11:09:53,26
INSP-00000200,8HM8JUAW5Z7KZ0482,ST-011,NONE,2025-01-02T16:15:36,147
INSP-00000201,8HM8JUAW5Z7KZ0482,ST-012,D002,2025-01-02T14:10:00,247
INSP-00000202,8HM8JUAW5Z7KZ0482,ST-013,NONE,2025-01-02T08:04:27,164
INSP-00000203,8HM8JUAW5Z7KZ0482,ST-014,NONE,2025-01-02T02:05:31,48
INSP-00000204,8HM8JUAW5Z7KZ0482,ST-015,NONE,2025-01-02T07:05:25,266
INSP-00000205,8HM8JUAW5Z7KZ0482,ST-016,D003,2025-01-02T23:50:54,25
INSP-00000206,8HM8JUAW5Z7KZ0482,ST-017,,2025-01-02T21:20:18,35
INSP-00000207,8HM8JUAW5Z7KZ0482,ST-018,NONE,2025-01-02T12:39:04,208
INSP-00000208,8HM8JUAW5Z7KZ0482,ST-019,NONE,2025-01-02T06:22:22,163
INSP-00000209,8HM8JUAW5Z7KZ0482,ST-020,NONE,2025-01-02T19:35:04,161
INSP-00000210,8HM8JUAW5Z7KZ0482,ST-021,NONE,2025-01-02T16:42:22,203
INSP-00000211,8HM8JUAW5Z7KZ0482,ST-022,NONE,2025-01-02T08:22:17,142
INSP-00000212,8HM8JUAW5Z7KZ0482,ST-023,NONE,2025-01-02T03:23:10,177
INSP-00000213,8HM8JUAW5Z7KZ0482,ST-024,NONE,2025-01-02T20:53:17,141
INSP-00000214,8HM8JUAW5Z7KZ0482,ST-025,NONE,2025-01-02T09:39:47,526
INSP-00000215,8HM8JUAW5Z7KZ0482,ST-026,NONE,2025-01-02T17:56:14,70
INSP-00000216,8HM8JUAW5Z7KZ0482,ST-027,NONE,2025-01-02T20:55:03,282
INSP-00000217,C0PA1LY264F661543,ST-001,NONE,2025-01-05T01:58:17,18
INSP-00000218,C0PA1LY264F661543,ST-002,NONE,2025-01-05T06:21:51,-155
INSP-00000219,C0PA1LY264F661543,ST-003,NONE,2025-01-05T11:50:55,222
INSP-00000220,C0PA1LY264F661543,ST-004,NONE,2025-01-05T13:19:22,31
INSP-00000221,C0PA1LY264F661543,ST-005,NONE,2025-01-05T06:32:58,38
INSP-00000222,C0PA1LY264F661543,ST-006,NONE,05/01/2025 15:44:11,45
INSP-00000223,C0PA1LY264F661543,ST-007,NONE,2025-01-05T18:11:23,36
INSP-00000224,C0PA1LY264F661543,ST-008,,2025-01-05T20:40:27,319
INSP-00000225,C0PA1LY264F661543,ST-009,NONE,2025-01-05T03:30:22,50
INSP-00000226,C0PA1LY264F661543,ST-010,NONE,2025-01-05T14:59:30,11
INSP-00000227,C0PA1LY264F661543,ST-011,NONE,2025-01-05T10:21:44,119
INSP-00000228,C0PA1LY264F661543,ST-012,NONE,2025-01-05T06:06:04,476
INSP-00000229,C0PA1LY264F661543,ST-013,NONE,2025-01-05T08:18:32,205
INSP-00000230,C0PA1LY264F661543,ST-014,NONE,2025-01-05T21:22:08,33
INSP-00000231,C0PA1LY264F661543,ST-015,NONE,2025-01-05T02:54:54,416
INSP-00000232,C0PA1LY264F661543,ST-016,NONE,2025-01-05T14:27:17,59
INSP-00000233,C0PA1LY264F661543,ST-017,NONE,2025-01-05T11:15:49,34
INSP-00000234,C0PA1LY264F661543,ST-018,NONE,2025-01-05T12:59:31,47
INSP-00000235,C0PA1LY264F661543,ST-019,NONE,2025-01-05T04:55:09,257
INSP-00000236,C0PA1LY264F661543,ST-020,NONE,2025-01-05T19:03:30,252
INSP-00000237,C0PA1LY264F661543,ST-021,none,2025-01-05T13:19:03,187
INSP-00000238,C0PA1LY264F661543,ST-022,NONE,2025-01-05T17:04:58,176
INSP-00000239,C0PA1LY264F661543,ST-023,,2025-01-05T21:44:10,179
INSP-00000240,C0PA1LY264F661543,ST-024,NONE,2025-01-05T09:05:54,232
INSP-00000241,C0PA1LY264F661543,ST-025,NONE,2025-01-05T22:19:35,434
INSP-00000242,C0PA1LY264F661543,ST-026,NONE,2025-01-05T06:38:28,65
INSP-00000243,C0PA1LY264F661543,ST-027,none,2025-01-05T00:42:22,194
INSP-00000244,Y599XAGU2SPVV3834,ST-001,NONE,2025-01-04T00:17:55,56
INSP-00000245,Y599XAGU2SPVV3834,ST-002,,2025-01-04T16:52:56,33
INSP-00000246,Y599XAGU2SPVV3834,ST-003,NONE,2025-01-04T14:17:15,375
INSP-00000247,Y599XAGU2SPVV3834,ST-004,NONE,2025-01-04T09:03:51,17
INSP-00000248,Y599XAGU2SPVV3834,ST-005,NONE,2025-01-04T18:58:26,16
INSP-00000249,Y599XAGU2SPVV3834,ST-006,NONE,2025-01-04T01:32:09,56
INSP-00000250,Y599XAGU2SPVV3834,ST-007,NONE,2025-01-04T07:55:45,13
INSP-00000251,Y599XAGU2SPVV3834,ST-008,D001,2025-01-04T08:51:02,387
INSP-00000252,Y599XAGU2SPVV3834,ST-009,NONE,2025-01-04T03:15:28,59
INSP-00000253,Y599XAGU2SPVV3834,ST-010,NONE,2025-01-04T02:10:34,13
INSP-00000254,Y599XAGU2SPVV3834,ST-011,D007,2025-01-04T15:58:23,207
INSP-00000255,Y599XAGU2SPVV3834,ST-012,NONE,2025-01-04T10:43:48,547
INSP-00000256,Y599XAGU2SPVV3834,ST-013,NONE,2025-01-04T02:30:27,112
INSP-00000257,Y599XAGU2SPVV3834,ST-014,NONE,2025-01-04T06:45:18,56
INSP-00000258,Y599XAGU2SPVV3834,ST-015,NONE,2025-01-04T14:06:29,403
INSP-00000259,Y599XAGU2SPVV3834,ST-016,none,2025-01-04T04:01:18,30
INSP-00000260,Y599XAGU2SPVV3834,ST-017,,2025-01-04T17:40:18,16
INSP-00000261,Y599XAGU2SPVV3834,ST-018,NONE,2025-01-04T01:47:13,161
INSP-00000262,Y599XAGU2SPVV3834,ST-019,,2025-01-04T17:02:29,70
INSP-00000263,Y599XAGU2SPVV3834,ST-020,none,2025-01-04T02:07:21,218
INSP-00000264,Y599XAGU2SPVV3834,ST-021,NONE,2025-01-04T03:32:09,295
INSP-00000265,Y599XAGU2SPVV3834,ST-022,NONE,2025-01-04T20:19:53,121
INSP-00000266,Y599XAGU2SPVV3834,ST-023,NONE,2025-01-04T03:47:24,248
INSP-00000267,Y599XAGU2SPVV3834,ST-024,NONE,2025-01-04T12:49:39,256
INSP-00000268,Y599XAGU2SPVV3834,ST-025,NONE,2025-01-04T08:45:51,500
INSP-00000269,Y599XAGU2SPVV3834,ST-026,D001,2025-01-04T14:27:27,259
INSP-00000270,Y599XAGU2SPVV3834,ST-027,NONE,2025-01-04T00:14:20,184
INSP-00000271,8FE5M2EE653M50103,ST-001,NONE,2025-01-03T18:36:53,45
INSP-00000272,8FE5M2EE653M50103,ST-002,NONE,2025-01-03T21:11:44,33
INSP-00000273,8FE5M2EE653M50103,ST-003,NONE,2025-01-03T11:49:18,349
INSP-00000274,8FE5M2EE653M50103,ST-004,NONE,2025-01-03T23:23:01,48
INSP-00000275,8FE5M2EE653M50103,ST-005,NONE,2025-01-03T15:48:45,32
INSP-00000276,8FE5M2EE653M50103,ST-006,NONE,2025-01-03T23:04:44,10
INSP-00000277,8FE5M2EE653M50103,ST-007,NONE,2025-01-03T08:02:20,42
INSP-00000278,8FE5M2EE653M50103,ST-008,NONE,2025-01-03T15:43:34,221
INSP-00000279,8FE5M2EE653M50103,ST-009,NONE,2025-01-03T09:33:33,35
INSP-00000280,8FE5M2EE653M50103,ST-010,NONE,2025-01-03T14:23:35,41
INSP-00000281,8FE5M2EE653M50103,ST-011,NONE,2025-01-03T11:46:30,250
INSP-00000282,8FE5M2EE653M50103,ST-012,NONE,2025-01-03T11:05:53,389
INSP-00000283,8FE5M2EE653M50103,ST-013,NONE,2025-01-03T07:16:13,149
INSP-00000284,8FE5M2EE653M50103,ST-014,D002,2025-01-03T10:28:27,19
INSP-00000285,8FE5M2EE653M50103,ST-015,NONE,2025-01-03T19:53:40,225
INSP-00000286,8FE5M2EE653M50103,ST-016,none,2025-01-03T13:42:42,11
INSP-00000287,8FE5M2EE653M50103,ST-017,none,2025-01-03T09:52:37,49
INSP-00000288,8FE5M2EE653M50103,ST-018,D007,2025-01-03T03:55:41,214
INSP-00000289,8FE5M2EE653M50103,ST-019,NONE,2025-01-03T17:38:45,191
INSP-00000290,8FE5M2EE653M50103,ST-020,NONE,2025-01-03T01:26:50,41
INSP-00000291,8FE5M2EE653M50103,ST-021,NONE,2025-01-03T12:56:20,210
INSP-00000292,8FE5M2EE653M50103,ST-022,NONE,2025-01-03T01:04:22,228
INSP-00000293,8FE5M2EE653M50103,ST-023,NONE,2025-01-03T18:57:31,225
INSP-00000294,8FE5M2EE653M50103,ST-024,NONE,2025-01-03T22:02:26,189
INSP-00000295,8FE5M2EE653M50103,ST-025,NONE,2025-01-03T19:04:16,329
INSP-00000296,8FE5M2EE653M50103,ST-026,NONE,2025-01-03T11:33:34,110
INSP-00000297,8FE5M2EE653M50103,ST-027,NONE,2025-01-03T11:36:11,45
INSP-00000298,ZFHYD9XF47UNU7631,ST-001,NONE,2025-01-03T06:50:32,19
INSP-00000299,ZFHYD9XF47UNU7631,ST-002,NONE,2025-01-03T21:42:46,24
INSP-00000300,ZFHYD9XF47UNU7631,ST-003,NONE,2025-01-03T23:39:00,318
INSP-00000301,ZFHYD9XF47UNU7631,ST-004,NONE,2025-01-03T00:32:47,58
INSP-00000302,ZFHYD9XF47UNU7631,ST-005,NONE,2025-01-03T15:59:37,21
